お名前(HN可),所属陣営,銘柄コード,年末時点で2倍になりそうな銘柄は？
イタル,湘南投資勉強会,7320,Solvvy 昨年メディアシークを買収して人気（需給）を落としたが、直近決算の勢いを保てればグロース株として再評価されるのでは（現状PER12.5倍）
いち,湘南投資勉強会,7320,Ｓｏｌｖｖｙ　事業好調で数字上振れ＋プライム上場＋還元等あれば狙えなくはない。
とおる,湘南投資勉強会,7326,SBIインシュアランスG グループ間シナジーで団信の伸び加速。NTTドコモは生命保険の免許を持ってないので住信SBIをTOBした場合にこちらも買収する思惑が出てきそう。高額医療制度の変更に伴い医療保険も追い風。
りんご,湘南投資勉強会,7326,SBIインシュアランスグループ 親会社SBIHDによる買収
きしん,神戸投資勉強会,7347,マーキュリアホールディングス kaihouファンド組み入れ期待、権利後の788円は流通時価総額100億円株価872円まで足らない、25年12月期大幅増益期待の変化率、好財務、同業インテグラル堅調
bamboo7,その他,7352,TWO STONE&Sons M&Aでの成長継続を期待
ベリーピザ,湘南投資勉強会,7353,KIYOラーニング　昨年度は能登震災の影響を受けたものの、7-9月期に盛り返し上方修正。今年は昨年度の反動増期待。リスキリング関連。
タカ@takanovalue,湘南投資勉強会,7356,retty 黒字化が見えてきたため、確変を期待。
ちゃちゃ,神戸投資勉強会,7361,ヒューマンクリエイションホールディングス グロース×人材派遣
前田嘉一,神戸投資勉強会,7370,"Ｅｎｊｉｎ
医療機関や中小・中堅企業を顧客に持つＰＲ会社。個人（事業主）をブランディングしてPRする分野の成長に期待。売られ過ぎで高配当になっている。逆張りで２倍を狙う。"
キリン@神戸投資勉強会,神戸投資勉強会,7374,コンフィデンス・インターワークス　株価位置的に
こた,湘南投資勉強会,7378,アシロ
Lily,秋からIR説明会にどちらの勉強会でも参加させて頂いています。,7378,アシロ　経常利益増益率295%予想。
cocoa,神戸投資勉強会,7378,アシロ 新中計の発表により、更なる株価上昇
ののこ,湘南投資勉強会,7378,アシロ 投資期間終了し利益創出期間に入った。ストック事業の安定的な伸びに加え、派生メディアが急成長している。
Minty,湘南投資勉強会,7383,ネットプロ 後払い決済が続伸しそう
you,湘南投資勉強会,7383,"ネットプロ
前回2Qまで進捗順調。
営利目標2年近く前倒し。中経ローリング予定。"
マッキー,湘南投資勉強会,7383,ネットプロＨＤ ビジネスプランがいい
よっしー,湘南投資勉強会,7383,ネットプロテクションズ 業績拡大
kent,湘南投資勉強会,7383,ネットプロテクションズ 中計の2年前倒し達成と営利倍増するローリング
のり丸,新高値ブレイク投資塾,7383,ネットプロテクションズHD これから後払いの需要が増えそうだから
ゆうき,湘南投資勉強会,7383,"ネットプロ
なのなのさんのパクり銘柄。まだまだ伸びそう"
Nori. H,湘南投資勉強会,7386,Ｊワランティ
やっしー,神戸投資勉強会,7408,ジャムコ
keiko,湘南投資勉強会,7408,ジャムコ　ボーイングの品質問題やストライキなどの影響で納入遅延が続いており、古い機材に対しての整備、リフォーム需要が高まり利益率の高い内製品改修やスペアパーツの受注が増えている。さらにボーイングもそろそろ復活するのでは…
M,湘南投資勉強会,7408,ジャムコ　航空機需要
もりたか。,湘南投資勉強会,7408,"ジャムコ
売上高、営業利益が大きく伸びており、利益率も増加している。利益率の高い、航空会社向け内装改装用製品や航空機スペアパーツの受注残が大きくなっており、今後の業績拡大が期待される。"
やっしー,神戸投資勉強会,7409,ＡｅｒｏＥｄｇｅ
エアー,直近はkabuberryやパンローリングのIRセミナー等に参加しております。,7409,AeroEdge　ニッチ分野で評価を得ているので量産化からの収益に期待。　参入障壁が高く競合他社が台頭しにくい。
さすけ,湘南投資勉強会,7422,東邦レマック　黒転
ほーちゃんのパパ,湘南投資勉強会,7425,初穂商事　低PBR対策で優待や自社株買いなどを行なって欲しいから。
やさあた,神戸投資勉強会,7451,"三菱食品 創業100周年で役員,社員共頑張る。"
マッキー,湘南投資勉強会,7453,良品計画　商品がいい
カヌレ,湘南投資勉強会,7453,良品計画　社長交代したばかり。
ULTRAGENKI 旧サバイブ,湘南投資勉強会,7463,アドヴァングループ  アド街CMお馴染み企業  東証のガバナンスチクチク攻撃に耐えきれずMBO自主退業
にゃり,湘南投資勉強会,7522,ワタミ サブウェイ買収。サブウェイの店舗が増えて優待が使えるようになったら、ヘルシー嗜好の株主が増加。
ぽき,湘南投資勉強会,7537,"丸文
メインの半導体関連であるデバイス事業は、成長領域であることは中長期的に不変。
受注高は少し減少しているが、その他のシステム事業（航空宇宙分野）、ソリューション事業（AI、医療介護など）が市場拡大しており、成長余地のある分野。
今は先行投資段階で、採算確保は次年度以降。
PBR1倍超えを意識し、少しづつ株主還元拡大をしており、自社株買いもしていない。
売上が落ちてるとはいえ、現中計の数字は達成予定。保守的予想を出す傾向にもある。
今年度に次期中計発表があり、それらの期待感から。
"
きしん,神戸投資勉強会,7561,ハークスレイ ずっと割安、ほっかほっか亭と思われているが店舗アセット&ソリューション事業が引っ張っている。近年MAも積極的、IR強化、PBR1倍割れ解消意識高い、万博出展決定、上値がどこまでかというより、下値が限定的で強いと考えている＝勝てる
まるのん,湘南投資勉強会,7561,"ハクスレイ シュウマイバブルが来る（笑）
（25/3期から適用される新還元方針。減配しない、機動的な自己株買いが本格始動。シュウマイのMA通期寄与と不動産、食品共に好調持続。物価高による生活防衛や中食の拡大基調は継続する目線。店舗・不動産の好調持続もあり見直し機運を期待。大阪万博関連。EPS130*PER12）"
さーさ,神戸投資勉強会,7575,日本ライフライン 株価の観点で底入れから上昇に転じると予想
けん,湘南投資勉強会,7601,ポプラ　上場維持基準未達で優待再開期待。
けん,湘南投資勉強会,7608,"sk japan  
プライズ景品の会社。ラウンドワン持分法適用。アミューズメント事業好調な企業多くその恩恵期待"
弁天。,湘南投資勉強会,7608,エスケイジャパン 2025年テーマ株の１つ「IPビジネス」だから。インバウンド需要期待。
タダモノ,湘南投資勉強会,7608,エスケイジャパン　ギガクレーンがアメリカでそんなに人気なら恩恵ないですか
boxman,湘南投資勉強会,7608,株式会社 エスケイジャパン ラウンドワンのアメリカでの好調を受けて
とっしー,湘南投資勉強会,7610,テイツー　トレカ復活
どみの,神戸投資勉強会,7610,テイツー ポケカ復活による暴騰期待
スカイラー,湘南投資勉強会,7628,オーハシテクニカ 自動車業界の回復、業績回復と株主還元
にゃり,湘南投資勉強会,7630,壱番屋 ラーメン屋買収により、ラーメン好きの株主が増加。
牛歩,神戸投資勉強会,7638,"ニューアートホールディングス
エクセルコとダイアモンド白石の屋さん。配当利回りが6%以上と底堅い上、25年3月期以降のROE（会社の目標）がぶっ飛んで上昇するため。あと一株でも保有してれば優待で結婚指輪が15％オフの神クーポンくれます。これから結婚する人にもオススメ。"
ゆきお,湘南投資勉強会,7673,ダイコー通産 データセンター案件受注による光ケーブル等が好調。価格転嫁も。
にゃり,湘南投資勉強会,7683,ダブルエー プライム上場。卑弥呼が貰える優待が拡充。卑弥呼好きの株主が増加。
牛肉太郎,神戸投資勉強会,7683,ダブルエー　株主優待の利回りがとんでもないことに。女性へのプレゼントの定番優待となり、人気化する。
