	No.	お名前(HN可)	所属陣営	TYPE	銘柄コード	2倍になりそうな銘柄	理由	件数
1206	1361	たぐけん	湘南投資勉強会	東証ST	9028	ゼロ	ゼロ 2024年は20%値上げが奏効。物を運ぶことの価値が上がっている状況。DX化にも取組み始めており業界的に進んでいなかった部分が進み始めている。1Q業績は好調で上方修正含みである。流通株式比率が足りていないため25年6月までに更なる分売が必要。分割や増配、優待新設等のアクションがあるかもしれない。	2
1207	1369	いち	湘南投資勉強会	東証GR	9164	トライト	トライト　業績復活すれば2倍ねらえる	2
1208	1370	ダニエル	湘南投資勉強会	東証GR	9164	トライト	トライト　反発　来期期待で上げてくるか	2
1209	1382	ユーキ	湘南投資勉強会	東証ST	9171	栗林商船	栗林商船　モーダルシフト	2
1210	1383	むね坊主	神戸投資勉強会	東証ST	9171	栗林商船	栗林商船　モーダルシフト加速期待	2
1211	1389	とりお	湘南投資勉強会	東証ST	9221	フルハシEPO	フルハシEPO 成長性に期待	2
1212	1390	牛歩	神戸投資勉強会	東証ST	9221	フルハシEPO	フルハシEPO やっぱり25年3月期のROEのぶっ飛び。現状製品の売れ行きが良いらしく、それを受けて積極的な設備投資もやってるらしいのである程度ROEも維持できるんでは。ROE！ROE！	2
1213	1403	フィナンシェ	神戸投資勉強会	東証GR	9237	笑美面	笑美面 IR強化して注目されれば。	2
1214	1404	リネラブ	神戸投資勉強会	東証GR	9237	笑美面	笑美面 高齢化社会による需要増加	2
1215	1442	まつ	湘南投資勉強会	東証GR	9343	アイビス	アイビス 日本発のアプリでこれだけのダウンロード数、業績好調。今度こそグロースの時代が到来する！	2
1216	1443	モモクリン	湘南投資勉強会	東証GR	9343	アイビス	アイビス この成長力でPER15倍は激安。	2
1217	1445	ちゃちゃ	神戸投資勉強会	東証GR	9345	ビズメイツ	ビズメイツ グロース×人材派遣	2
1218	1446	タダモノ	湘南投資勉強会	東証GR	9345	ビズメイツ	ビズメイツ　法人向け英会話伸びる。時価総額低くキャッシュリッチでどこか買収したりしませんでしょうか	2
1219	1467	kazu4565	湘南投資勉強会	東証PR	9503	関西電力	関西電力　公募増資もいいタイミングでできた。原発再稼働で2倍に	2
1220	1468	EK	湘南投資勉強会	東証PR	9503	関西電力	関西電力　第三者割り当ての反動、電力株ブームの再燃、結局のところ盛り上がることとなる万博による関連株物色	2
1221	1500	ボブ	湘南投資勉強会	東証PR	9603	エイチ・アイ・エス	HIS。酷い円安だけどそろそろ国外旅行したい	2
1222	1501	にこいち	四季報investors	東証PR	9603	エイチ・アイ・エス	エイチ・アイ・エス（9603）　コロナ禍も落ち着き、久しぶりに海外旅行がブームになりそう。	2
1223	1502	あべんどT	湘南投資勉強会	東証PR	9613	NTTデータグループ	ＮＴＴデータグループ データセンターのREIT組成	2
1224	1503	neko4979	東京勉強会	東証PR	9613	NTTデータグループ	ＮＴＴデータグループ　データセンター・ＡＩに強みがあるから	2
1225	1504	ぱお	湘南投資勉強会	東証PR	9616	共立メンテナンス	共立メンテナンス 日本のホテル業界の勝ち組	2
1226	1505	サボリーマン	湘南投資勉強会	東証PR	9616	共立メンテナンス	"共立メンテナンス
インバウンド&建設費高騰により需要優位な状況が続きまた価格改定も需要に合わせて容易であり利益増加が見込まれるため。"	2
1227	1509	ずーかー	湘南投資勉強会	東証ST	9686	東洋テック	東洋テック 大阪万博関連	2
1228	1510	K	神戸投資勉強会	東証ST	9686	東洋テック	東洋テック4~10月開催の万博関連警備受注、前期M&Aにより警備人員増強済み。万博期間中の清掃、万博周辺の公共交通機関の警備、万博の建設・解体作業中の警備も発生。	2
1229	1527	9984	湘南投資勉強会	東証PR	9984	ソフトバンクグループ	SBG 　今年AI半導体関係で大きな動きあるはず。同社のAI投資・ARMの価値が顕在化。トランプ新政権と良好な関係性も◎	2
1230	1528	にこいち	四季報investors	東証PR	9984	ソフトバンクグループ	ソフトバンクグループ （9984）　孫さんならトランプ大統領やイーロン・マスクと手を組んでビッグビジネスを始めてくれそう。	2
1231	1538	sakumaT	湘南投資勉強会	東証GR	145A	L_is_B	L is B    現場ではまだまだDX化していないところが多いと予想。需要ありそうなのと、四季報予想良い。成長率を見ると高くないのでは？	2
1232	1539	Minty	湘南投資勉強会	東証GR	145A	L_is_B	ＬｉｓＢ 建築現場DX製品としてニーズがありそう	2
1233	1541	ミキスケ	湘南投資勉強会	東証GR	147A	ソラコム	ソラコム　売上の海外比率が伸びているから。　　リカーリング収益が安定して成長してるから	2
1234	1542	ダニエル	湘南投資勉強会	東証GR	147A	ソラコム	ソラコム　IOTプラットフォームで高成長継続！	2
1235	1555	グラッチ	湘南投資勉強会	東証GR	151A	ダイブ	ダイブ  宿泊分野特定技能外国人材の雇用促進に関する業務の事業者として採択	2
1236	1556	シバマサ	湘南投資勉強会	東証GR	151A	ダイブ	ダイブ　　インバウンド増　高成長　ニッチトップ	2
1237	1561	TMO	湘南投資勉強会	東証GR	156A	マテリアルグループ	マテリアルG　配当利回りの下支えもありつつ、パリエーションも安めで本決算くらい通期予想がそれなりの数字がでそうだから。	2
1238	1562	ににもも	湘南投資勉強会	東証GR	156A	マテリアルグループ	マテリアルグループ　好決算で高配当だが、株価低迷で上がる余地はありそう。	2
1239	1585	カンジ	湘南投資勉強会	東証GR	192A	インテグループ	インテグループ MA仲介は根性	2
1240	1586	おいどん	どちらかと言うと神戸	東証GR	192A	インテグループ	"インテグループ　192A
M&A仲介の中では安くないですか？"	2
1241	1587	先高	湘南投資勉強会	東証GR	194A	WOLVES_HAND	WOLVES HAND 全国の動物病院を買収する計画。獣医師でもある北井社長がやる気。ペッパーランチを買収したJ-STARが大株主。ペット用サプリを開発中。	2
1242	1588	momo	湘南投資勉強会	東証GR	194A	WOLVES_HAND	ウルブズハンド　シェア拡大、成長性	2
1243	1616	イタル	湘南投資勉強会	東証ST	211A	カドス・コーポレーション	カドス・コーポレーション 不動産マッチングで競争優位性があるのにPER6倍、営業利益6億に対し時価総額26億と全く評価されていない。今期はカドスタウンへの先行投資で10%増益程度だが、来期跳ねると予想。	2
1244	1617	コブダイバー	神戸投資勉強会	東証ST	211A	カドス・コーポレーション	"カドス・コーポレーション ① 【時価総額】26億5800万円 【予想PER】6.05 倍 【PBR】0.64 倍 【自己資本比率】51.5 % 【配当利回り】4.9％ ② 建設事業において、適正利益の確保が進む。 ③ 山口、広島が地盤。福岡北部、岡山へ商圏拡大を狙う。 ④ 資本コストや株価を意識した経営の実現に向けた対応（検討中）
ROE10.0％以上の維持を目標。損益計算上の売上や利益水準を意識するだけでなく、資本収益性を考慮した経営資源の分配が重要であると認識しており、資本コストの把握や現状析、具体的な取組方針など、2025年10月の開示に向けて検討を進めている。"	2
1245	1628	くま	湘南投資勉強会	東証GR	218A	Liberaware	Libera ware ドローンのレンタル、販売台数増。年末の決算の来期ネタに期待。	2
1246	1629	伊豆太郎	湘南投資勉強会	東証GR	218A	Liberaware	Liberaware 今期黒字化、来季ガイダンスによっては評価が変わりそう。	2
1247	1636	rokuroku	湘南投資勉強会	東証GR	228A	オプロ	オプロ　40％ルールを意識してると言ってます	2
1248	1637	momo	湘南投資勉強会	東証GR	228A	オプロ	オプロ　価格改定寄与、成長性	2
1249	1645	イタル	湘南投資勉強会	福証Ｑ	242A	リプライオリティ	リプライオリティ 時価総額≒現預金額、PER５倍と全然評価されていないがROE26%と高収益。会社予想は保守的であり、去年から強化している自社商品がヒットすれば２倍は射程内。	2
1250	1646	大きなかぶ	湘南投資勉強会	福証Ｑ	242A	リプライオリティ	リプライオリティ 福証Qボードに24年9月上場。25年9月期ガイダンス減益、減配予想。上場ゴールに見えたが、KabuBerryに参加しており、IRはやる気ある。現金12億円で時価総額より大きい。説明会では、東証には「可及的速やかに」と発言しており、その道筋が見えてくればPER10倍くらいはありそう。PER10倍×来期EPS220円で2倍。	2
1251	1647	HAL	神戸投資勉強会	東証GR	244A	グロースエクスパートナーズ	グロースエクスパートナーズ 企業のDX支援コンサルで業績伸長が期待できる	2
1252	1648	優子	神戸投資勉強会	東証GR	244A	グロースエクスパートナーズ	"グロースエクスパートナーズ
DXコンサルはこれからも伸びる時思うし、社長の持ち株比率が非常に高いのも良いと思うから。"	2
1253	1672	ヒデゾー	湘南投資勉強会	東証GR	260A	オルツ	オルツ AIが材料	2
1254	1673	すっぴー	滋賀投資勉強会	東証GR	260A	オルツ	オルツ 今のところキャッシュを産む企業にしか見えない(盲目)	2
1255	1696	opopo	湘南投資勉強会	東証GR	276A	ククレブ・アドバイザーズ	ククレブ・アドバイザーズ 不動産IPOでキャッシュリッチ。金利上げに強くて不動産価格上昇の恩恵を受けそう。	2
1256	1697	おいどん	どちらかと言うと神戸	東証GR	276A	ククレブ・アドバイザーズ	ククレブ・アドバイザーズ　276A このまま成長できれば。	2
1257	1698	もっぴー	湘南投資勉強会	東証GR	277A	グロービング	グロービング	2
1258	1699	カンジ	湘南投資勉強会	東証GR	277A	グロービング	グロービング　自動車業界向けコンサル。ホンダ	2
1259	1727	カンジ	湘南投資勉強会	東証GR	298A	GVA_TECH	GVA TECH　リーガルテック	2
1260	1728	人間	湘南投資勉強会	東証GR	298A	GVA_TECH	GVATECH 企業経営における法務の重要性が高まる。法務の生産性向上が課題に。	2
1261	1746	マー	湘南投資勉強会	米国	COIN	コインベース・グローバル	COIN　政策に売りなし	2
1262	1747	投資家N	神戸投資勉強会	米国	COIN	コインベース・グローバル	コインベース	2
1263	1748	oct	湘南投資勉強会	米国	CRM	セールスフォース	CRM Salesforce AIを使いこなしている企業の一つ。	2
1264	1749	ひろやん	無所属（一度、湘南投資勉強会に参加）	米国	CRM	セールスフォース	CRM セールスフォース AI関連ソフトウェア需要期待。	2
